simulation,days,infected,uninfected
11926,0,1,19
11927,0,3,17
11928,0,1,19
11929,0,1,19
11930,0,4,16
11931,0,2,18
11932,0,3,17
11933,0,3,17
11934,0,2,18
11935,0,1,19
11936,0,3,17
11937,0,2,18
11938,0,2,18
11939,0,2,18
11940,0,1,19
11941,0,2,18
11942,0,5,15
11943,0,1,19
11944,0,4,16
11945,0,1,19
11946,0,3,17
11947,0,2,18
11948,0,2,18
11949,0,1,19
11950,0,3,17
11951,0,4,16
11952,0,5,15
11953,0,4,16
11954,0,2,18
11955,0,4,16
11956,0,4,16
11957,0,2,18
11958,0,3,17
11959,0,3,17
11960,0,3,17
11961,0,2,18
11962,0,4,16
11963,0,1,19
11964,0,2,18
11965,0,3,17
11966,0,2,18
11967,0,3,17
11968,0,2,18
11969,0,4,16
11970,0,2,18
11971,0,3,17
11972,0,3,17
11973,0,4,16
11974,0,5,15
11975,0,1,19
11976,0,4,16
11977,0,4,16
11978,0,5,15
11979,0,2,18
11980,0,1,19
11981,0,1,19
11982,0,3,17
11983,0,2,18
11984,0,4,16
11985,0,4,16
11986,0,4,16
11987,0,5,15
11988,0,4,16
11989,0,2,18
11990,0,4,16
11991,1,9,11
11992,0,2,18
11993,0,2,18
11994,0,1,19
11995,0,5,15
11996,0,3,17
11997,0,4,16
11998,0,4,16
11999,0,3,17
12000,0,3,17
12001,0,1,19
12002,0,3,17
12003,0,2,18
12004,0,3,17
12005,0,1,19
12006,0,2,18
12007,0,2,18
12008,0,3,17
12009,0,2,18
12010,0,3,17
12011,0,4,16
12012,0,4,16
12013,0,2,18
12014,0,5,15
12015,0,2,18
12016,0,3,17
12017,0,2,18
12018,1,8,12
12019,0,2,18
12020,0,4,16
12021,0,4,16
12022,0,3,17
12023,189388,20,0
12024,0,1,19
12025,0,3,17
12026,0,2,18
12027,0,5,15
12028,0,2,18
12029,0,4,16
12030,0,1,19
12031,0,2,18
12032,0,4,16
12033,0,4,16
12034,0,5,15
12035,0,2,18
12036,0,2,18
12037,0,2,18
12038,0,2,18
12039,0,4,16
12040,0,2,18
12041,0,1,19
12042,0,2,18
12043,0,3,17
12044,0,4,16
12045,0,3,17
12046,0,2,18
12047,0,1,19
12048,0,4,16
12049,0,5,15
12050,0,3,17
12051,0,2,18
12052,0,3,17
12053,0,2,18
12054,0,2,18
12055,0,4,16
12056,0,5,15
12057,1,7,13
12058,0,2,18
12059,0,3,17
12060,0,2,18
12061,0,4,16
12062,0,3,17
12063,0,3,17
12064,0,4,16
12065,0,4,16
12066,0,5,15
12067,0,4,16
12068,0,4,16
12069,0,1,19
12070,0,4,16
12071,0,2,18
12072,0,1,19
12073,0,3,17
12074,0,3,17
12075,0,4,16
12076,0,4,16
12077,0,3,17
12078,0,1,19
12079,0,3,17
12080,0,3,17
12081,0,2,18
12082,0,2,18
12083,0,2,18
12084,0,2,18
12085,0,2,18
12086,0,3,17
12087,0,1,19
12088,0,3,17
12089,0,3,17
12090,0,3,17
12091,0,2,18
12092,0,3,17
12093,0,2,18
12094,0,1,19
12095,0,4,16
12096,0,3,17
12097,0,3,17
12098,0,5,15
12099,0,2,18
12100,0,3,17
12101,0,3,17
12102,0,4,16
12103,0,3,17
12104,0,3,17
12105,0,4,16
12106,0,2,18
12107,0,3,17
12108,0,2,18
12109,0,5,15
12110,2,11,9
12111,0,3,17
12112,0,1,19
12113,0,1,19
12114,0,4,16
12115,0,2,18
12116,0,4,16
12117,0,3,17
12118,0,3,17
12119,0,4,16
12120,0,2,18
12121,0,1,19
12122,0,3,17
12123,0,3,17
12124,0,3,17
12125,0,2,18
12126,0,4,16
12127,0,4,16
12128,0,2,18
12129,0,4,16
12130,0,3,17
12131,0,1,19
12132,0,3,17
12133,0,2,18
12134,0,3,17
12135,0,4,16
12136,0,3,17
12137,0,3,17
12138,0,3,17
12139,0,3,17
12140,0,3,17
12141,0,5,15
12142,0,4,16
12143,0,3,17
12144,0,5,15
12145,0,2,18
12146,0,4,16
12147,0,3,17
12148,0,1,19
12149,0,4,16
12150,0,4,16
12151,0,3,17
12152,0,3,17
12153,0,4,16
12154,0,5,15
12155,0,4,16
12156,0,5,15
12157,0,3,17
12158,0,3,17
12159,0,2,18
12160,0,4,16
12161,0,4,16
12162,0,5,15
12163,0,3,17
12164,0,2,18
12165,0,3,17
12166,0,4,16
12167,0,4,16
12168,0,2,18
12169,0,3,17
12170,0,2,18
12171,0,2,18
12172,0,2,18
12173,0,2,18
12174,0,5,15
12175,0,3,17
12176,0,5,15
12177,0,4,16
12178,0,3,17
12179,0,2,18
12180,0,3,17
12181,0,2,18
12182,0,5,15
12183,0,1,19
12184,0,3,17
12185,0,4,16
12186,0,2,18
12187,0,1,19
12188,0,1,19
12189,0,4,16
12190,0,4,16
12191,0,1,19
12192,0,2,18
12193,0,4,16
12194,0,3,17
12195,0,3,17
12196,0,2,18
12197,0,2,18
12198,0,3,17
12199,0,4,16
12200,0,3,17
12201,0,2,18
12202,0,1,19
12203,1,6,14
12204,0,3,17
12205,0,2,18
12206,0,3,17
12207,0,1,19
12208,0,4,16
12209,0,2,18
12210,0,2,18
12211,1,9,11
12212,0,4,16
12213,0,1,19
12214,0,4,16
12215,0,4,16
12216,0,2,18
12217,0,2,18
12218,0,5,15
12219,0,2,18
12220,0,1,19
12221,0,5,15
12222,0,1,19
12223,0,2,18
12224,0,1,19
12225,0,1,19
12226,0,1,19
12227,0,2,18
12228,0,1,19
12229,0,5,15
12230,0,4,16
12231,0,3,17
12232,0,3,17
12233,0,2,18
12234,0,2,18
12235,0,3,17
12236,0,5,15
12237,0,1,19
12238,0,3,17
12239,0,3,17
12240,0,3,17
12241,0,1,19
12242,0,4,16
12243,0,4,16
12244,0,1,19
12245,0,4,16
12246,0,5,15
12247,0,2,18
12248,0,3,17
12249,0,1,19
12250,0,3,17
12251,0,3,17
12252,0,3,17
12253,0,1,19
12254,0,1,19
12255,0,1,19
12256,0,2,18
12257,0,4,16
12258,0,5,15
12259,0,3,17
12260,0,4,16
12261,0,2,18
12262,0,2,18
12263,0,5,15
12264,0,1,19
12265,0,3,17
12266,0,5,15
12267,0,4,16
12268,0,1,19
12269,0,4,16
12270,0,2,18
12271,0,5,15
12272,0,2,18
12273,0,1,19
12274,0,4,16
12275,1,7,13
12276,0,4,16
12277,0,1,19
12278,0,4,16
12279,0,2,18
12280,0,2,18
12281,0,1,19
12282,0,2,18
12283,0,3,17
12284,0,3,17
12285,0,2,18
12286,0,5,15
12287,0,2,18
12288,0,3,17
12289,0,2,18
12290,0,2,18
12291,0,2,18
12292,0,1,19
12293,0,5,15
12294,0,1,19
12295,0,3,17
12296,0,3,17
12297,0,3,17
12298,0,2,18
12299,0,2,18
12300,0,1,19
12301,0,3,17
12302,0,1,19
12303,0,3,17
12304,0,4,16
12305,0,1,19
12306,0,3,17
12307,0,1,19
12308,0,1,19
12309,0,1,19
12310,0,2,18
12311,0,4,16
12312,0,1,19
12313,0,3,17
12314,0,3,17
12315,0,2,18
12316,0,1,19
12317,0,5,15
12318,0,2,18
12319,0,1,19
12320,0,3,17
12321,0,4,16
12322,0,3,17
12323,0,3,17
12324,0,2,18
12325,0,1,19
12326,0,4,16
12327,0,5,15
12328,0,3,17
12329,0,2,18
12330,0,2,18
12331,0,4,16
12332,0,5,15
12333,0,2,18
12334,0,2,18
12335,0,2,18
12336,1,6,14
12337,0,1,19
12338,0,2,18
12339,0,3,17
12340,0,2,18
12341,0,5,15
12342,0,3,17
12343,0,5,15
12344,0,3,17
12345,0,1,19
12346,0,2,18
12347,0,1,19
12348,0,2,18
12349,0,4,16
12350,0,2,18
12351,0,3,17
12352,0,1,19
12353,0,2,18
12354,0,2,18
12355,0,1,19
12356,0,1,19
12357,0,1,19
12358,0,1,19
12359,0,1,19
12360,0,4,16
12361,0,4,16
12362,0,4,16
12363,0,1,19
12364,0,3,17
12365,0,4,16
12366,0,1,19
12367,0,2,18
12368,0,4,16
12369,0,4,16
12370,0,2,18
12371,0,2,18
12372,0,4,16
12373,0,3,17
12374,0,1,19
12375,0,4,16
12376,0,3,17
12377,0,3,17
12378,0,3,17
12379,0,3,17
12380,0,4,16
12381,0,4,16
12382,0,3,17
12383,0,2,18
12384,0,2,18
12385,0,3,17
12386,0,3,17
12387,0,3,17
12388,0,5,15
12389,0,2,18
12390,1,8,12
12391,0,1,19
12392,0,2,18
12393,0,3,17
12394,0,2,18
12395,0,2,18
12396,0,3,17
12397,0,1,19
12398,0,4,16
12399,0,2,18
12400,0,2,18
12401,0,4,16
12402,0,3,17
12403,0,4,16
12404,0,3,17
12405,0,3,17
12406,0,1,19
12407,0,2,18
12408,0,5,15
12409,0,3,17
12410,0,2,18
12411,0,4,16
12412,0,1,19
12413,0,4,16
12414,0,2,18
12415,0,4,16
12416,0,4,16
12417,0,2,18
12418,0,5,15
12419,0,3,17
12420,0,1,19
12421,0,3,17
12422,0,2,18
12423,0,4,16
12424,0,2,18
12425,0,4,16
12426,0,5,15
12427,0,2,18
12428,0,3,17
12429,0,4,16
12430,0,3,17
12431,0,3,17
12432,0,2,18
12433,0,3,17
12434,0,2,18
12435,0,3,17
12436,0,5,15
12437,0,3,17
12438,1,8,12
12439,0,4,16
12440,0,4,16
12441,4,14,6
12442,0,3,17
12443,0,5,15
12444,0,2,18
12445,0,3,17
12446,0,3,17
12447,0,3,17
12448,0,3,17
12449,0,2,18
12450,0,3,17
12451,0,4,16
12452,0,2,18
12453,0,5,15
12454,0,2,18
12455,0,3,17
12456,0,2,18
12457,0,4,16
12458,0,2,18
12459,0,2,18
12460,0,3,17
12461,0,3,17
12462,0,4,16
12463,0,5,15
12464,1,8,12
12465,0,4,16
12466,0,2,18
12467,0,4,16
12468,0,3,17
12469,0,3,17
12470,0,1,19
12471,0,4,16
12472,0,4,16
12473,0,2,18
12474,0,3,17
12475,0,2,18
12476,0,4,16
12477,0,3,17
12478,0,4,16
12479,0,2,18
12480,0,1,19
12481,0,2,18
12482,0,3,17
12483,0,1,19
12484,0,2,18
12485,0,3,17
12486,0,2,18
12487,0,1,19
12488,0,3,17
12489,0,3,17
12490,0,4,16
12491,0,4,16
12492,0,1,19
12493,0,3,17
12494,0,2,18
12495,0,4,16
12496,0,2,18
12497,0,5,15
12498,1,8,12
12499,0,2,18
12500,0,4,16
12501,0,5,15
12502,0,2,18
12503,0,3,17
12504,1,8,12
12505,2,11,9
12506,0,4,16
12507,0,3,17
12508,0,1,19
12509,0,2,18
12510,0,2,18
12511,0,1,19
12512,0,4,16
12513,0,5,15
12514,0,2,18
12515,0,4,16
12516,0,2,18
12517,0,3,17
12518,0,3,17
12519,0,2,18
12520,0,2,18
12521,0,5,15
12522,1,8,12
12523,0,3,17
12524,0,5,15
12525,0,5,15
12526,0,3,17
12527,0,5,15
12528,0,5,15
12529,0,3,17
12530,0,4,16
12531,0,1,19
12532,0,3,17
12533,0,5,15
12534,0,2,18
12535,0,3,17
12536,1,9,11
12537,0,5,15
12538,0,2,18
12539,0,2,18
12540,0,3,17
12541,0,2,18
12542,0,2,18
12543,0,2,18
12544,0,3,17
12545,0,3,17
12546,0,1,19
12547,0,2,18
12548,0,2,18
12549,0,4,16
12550,0,4,16
12551,0,1,19
12552,0,1,19
12553,0,2,18
12554,0,1,19
12555,0,3,17
12556,0,4,16
12557,0,3,17
12558,0,1,19
12559,0,1,19
12560,0,2,18
12561,0,2,18
12562,0,3,17
12563,0,4,16
12564,0,3,17
12565,0,2,18
12566,0,4,16
12567,0,1,19
12568,2,12,8
12569,0,4,16
12570,0,4,16
12571,0,3,17
12572,0,2,18
12573,0,2,18
12574,0,3,17
12575,0,2,18
12576,0,2,18
12577,0,2,18
12578,0,1,19
12579,0,4,16
12580,0,4,16
12581,0,3,17
12582,0,2,18
12583,0,3,17
12584,0,2,18
12585,0,3,17
12586,0,4,16
12587,0,3,17
12588,0,3,17
12589,0,3,17
12590,0,5,15
12591,0,3,17
12592,0,1,19
12593,0,3,17
12594,0,4,16
12595,0,3,17
12596,0,2,18
12597,0,5,15
12598,0,4,16
12599,0,3,17
12600,0,3,17
12601,0,3,17
12602,1,6,14
12603,0,1,19
12604,0,2,18
12605,0,1,19
12606,0,2,18
12607,0,2,18
12608,0,1,19
12609,0,1,19
12610,0,3,17
12611,0,2,18
12612,0,1,19
12613,0,4,16
12614,0,3,17
12615,0,2,18
12616,0,2,18
12617,0,2,18
12618,0,3,17
12619,0,1,19
12620,0,3,17
12621,0,5,15
12622,0,2,18
12623,0,3,17
12624,0,2,18
12625,0,3,17
12626,0,2,18
12627,0,2,18
12628,0,2,18
12629,0,4,16
12630,0,1,19
12631,0,4,16
12632,0,3,17
12633,0,1,19
12634,0,2,18
12635,0,3,17
12636,0,1,19
12637,0,3,17
12638,0,2,18
12639,0,2,18
12640,0,2,18
12641,0,4,16
12642,0,3,17
12643,0,2,18
12644,0,4,16
12645,0,5,15
12646,0,4,16
12647,0,1,19
12648,0,1,19
12649,0,4,16
12650,0,5,15
12651,0,2,18
12652,0,3,17
12653,0,2,18
12654,0,3,17
12655,0,2,18
12656,0,2,18
12657,0,3,17
12658,1,6,14
12659,0,2,18
12660,0,5,15
12661,0,3,17
12662,0,3,17
12663,0,4,16
12664,0,3,17
12665,0,2,18
12666,0,3,17
12667,0,2,18
12668,0,2,18
12669,0,3,17
12670,0,5,15
12671,0,4,16
12672,1,10,10
12673,0,3,17
12674,0,5,15
12675,0,3,17
12676,0,5,15
12677,0,4,16
12678,0,2,18
12679,0,1,19
12680,1,7,13
12681,0,5,15
12682,0,5,15
12683,0,3,17
12684,0,3,17
12685,0,2,18
12686,0,1,19
12687,0,4,16
12688,0,1,19
12689,0,3,17
12690,0,4,16
12691,0,5,15
12692,0,2,18
12693,0,2,18
12694,0,4,16
12695,0,4,16
12696,0,2,18
12697,0,3,17
12698,0,2,18
12699,0,5,15
12700,0,3,17
12701,0,1,19
12702,0,1,19
12703,0,2,18
12704,0,5,15
12705,0,4,16
12706,0,1,19
12707,0,3,17
12708,1,6,14
12709,0,4,16
12710,0,3,17
12711,1,7,13
12712,0,2,18
12713,0,3,17
12714,0,3,17
12715,0,1,19
12716,0,1,19
12717,0,2,18
12718,0,1,19
12719,0,5,15
12720,0,2,18
12721,0,4,16
12722,0,1,19
12723,0,3,17
12724,0,2,18
12725,0,3,17
12726,0,3,17
12727,0,5,15
12728,0,2,18
12729,0,4,16
12730,0,1,19
12731,0,5,15
12732,0,5,15
12733,0,2,18
12734,0,4,16
12735,0,3,17
12736,0,2,18
12737,0,2,18
12738,0,3,17
12739,0,3,17
12740,0,3,17
12741,0,4,16
12742,0,1,19
12743,0,4,16
12744,0,5,15
12745,0,4,16
12746,0,2,18
12747,0,2,18
12748,0,2,18
12749,0,4,16
12750,0,2,18
12751,0,4,16
12752,0,3,17
12753,0,1,19
12754,0,1,19
12755,0,3,17
12756,0,4,16
12757,0,3,17
12758,0,3,17
12759,0,2,18
12760,0,2,18
12761,0,4,16
12762,0,3,17
12763,0,2,18
12764,0,3,17
12765,0,3,17
12766,0,5,15
12767,0,5,15
12768,0,5,15
12769,0,3,17
12770,0,3,17
12771,0,3,17
12772,0,2,18
12773,0,3,17
12774,0,4,16
12775,0,1,19
12776,0,3,17
12777,0,3,17
12778,0,4,16
12779,0,2,18
12780,0,1,19
12781,0,1,19
12782,0,3,17
12783,0,5,15
12784,0,2,18
12785,1,7,13
12786,0,2,18
12787,0,4,16
12788,0,3,17
12789,0,1,19
12790,0,5,15
12791,0,5,15
12792,0,2,18
12793,0,4,16
12794,0,3,17
12795,0,3,17
12796,0,3,17
12797,0,2,18
12798,0,2,18
12799,0,2,18
12800,0,3,17
12801,0,3,17
12802,0,2,18
12803,0,3,17
12804,0,4,16
12805,0,2,18
12806,0,3,17
12807,0,2,18
12808,0,2,18
12809,0,3,17
12810,0,2,18
12811,0,3,17
12812,0,1,19
12813,0,2,18
12814,0,3,17
12815,1,9,11
12816,0,2,18
12817,0,3,17
12818,0,5,15
12819,0,2,18
12820,0,2,18
12821,0,5,15
12822,0,2,18
12823,0,4,16
12824,0,4,16
12825,0,2,18
12826,0,4,16
12827,0,1,19
12828,0,4,16
12829,0,2,18
12830,0,4,16
12831,0,4,16
12832,0,2,18
12833,0,4,16
12834,0,4,16
12835,0,3,17
12836,0,2,18
12837,0,2,18
12838,0,4,16
12839,0,2,18
12840,0,3,17
12841,0,4,16
12842,0,4,16
12843,1,6,14
12844,0,2,18
12845,0,2,18
12846,0,3,17
12847,0,2,18
12848,0,4,16
12849,0,4,16
12850,0,2,18
12851,0,4,16
12852,0,2,18
12853,0,3,17
12854,0,3,17
12855,0,3,17
12856,0,1,19
12857,0,1,19
12858,0,5,15
12859,0,3,17
12860,1,6,14
12861,0,1,19
12862,0,1,19
12863,0,1,19
12864,0,2,18
12865,0,2,18
12866,0,2,18
12867,1,7,13
12868,0,2,18
12869,0,3,17
12870,0,2,18
12871,0,3,17
12872,0,4,16
12873,0,3,17
12874,0,2,18
12875,0,2,18
12876,0,3,17
12877,0,3,17
12878,0,1,19
12879,0,2,18
12880,0,1,19
12881,0,5,15
12882,0,3,17
12883,0,3,17
12884,0,2,18
12885,0,4,16
12886,0,2,18
12887,0,4,16
12888,0,4,16
12889,0,4,16
12890,0,2,18
12891,0,2,18
12892,0,2,18
12893,0,3,17
12894,0,3,17
12895,0,4,16
12896,0,1,19
12897,0,4,16
12898,0,1,19
12899,0,3,17
12900,0,4,16
12901,0,2,18
12902,0,5,15
12903,0,3,17
12904,0,4,16
12905,0,2,18
12906,0,2,18
12907,0,3,17
12908,0,1,19
12909,0,3,17
12910,0,4,16
12911,0,4,16
12912,0,1,19
12913,0,1,19
12914,0,2,18
12915,0,4,16
12916,0,2,18
12917,0,2,18
12918,0,4,16
12919,0,2,18
12920,0,5,15
12921,0,4,16
12922,0,2,18
12923,0,4,16
12924,0,4,16
12925,0,2,18
12926,0,4,16
12927,0,5,15
12928,0,2,18
12929,0,3,17
12930,0,1,19
12931,0,4,16
12932,0,5,15
12933,0,2,18
12934,0,5,15
12935,0,5,15
12936,0,1,19
12937,0,2,18
12938,0,4,16
12939,0,3,17
12940,0,3,17
12941,0,3,17
12942,0,2,18
12943,0,1,19
12944,0,3,17
12945,0,2,18
12946,1,7,13
12947,0,5,15
12948,0,2,18
12949,0,3,17
12950,0,2,18
12951,0,1,19
12952,0,4,16
12953,0,1,19
12954,0,1,19
12955,0,4,16
12956,0,2,18
12957,0,2,18
12958,0,2,18
12959,0,4,16
12960,0,3,17
12961,0,2,18
12962,0,2,18
12963,0,2,18
12964,0,1,19
12965,0,2,18
12966,0,4,16
12967,0,3,17
12968,0,2,18
12969,0,3,17
12970,0,2,18
12971,0,3,17
12972,0,2,18
12973,0,3,17
12974,0,2,18
12975,0,4,16
12976,0,3,17
12977,0,3,17
12978,0,5,15
12979,0,1,19
12980,0,2,18
12981,0,1,19
12982,1,7,13
12983,0,2,18
12984,0,2,18
12985,0,2,18
12986,0,4,16
12987,0,2,18
12988,0,3,17
12989,0,2,18
12990,0,1,19
12991,0,3,17
12992,0,4,16
12993,0,4,16
12994,0,3,17
12995,0,2,18
12996,0,4,16
12997,0,2,18
12998,0,3,17
12999,0,3,17
13000,0,1,19
13001,0,1,19
13002,0,2,18
13003,0,3,17
13004,0,2,18
13005,0,3,17
13006,0,1,19
13007,0,5,15
13008,0,4,16
13009,0,1,19
13010,0,5,15
13011,0,2,18
13012,0,3,17
13013,0,4,16
13014,0,2,18
13015,0,5,15
13016,0,3,17
13017,0,2,18
13018,0,2,18
13019,1,9,11
13020,0,3,17
13021,0,1,19
13022,0,5,15
13023,0,2,18
13024,0,2,18
13025,1,8,12
13026,0,1,19
13027,0,3,17
13028,0,1,19
13029,0,3,17
13030,0,3,17
13031,0,3,17
13032,0,5,15
13033,0,1,19
13034,0,5,15
13035,0,4,16
13036,0,4,16
13037,0,1,19
13038,0,1,19
13039,0,4,16
13040,0,1,19
13041,0,3,17
13042,0,3,17
13043,0,3,17
13044,0,1,19
13045,0,2,18
13046,0,2,18
13047,0,3,17
13048,0,3,17
13049,0,3,17
13050,0,5,15
13051,0,3,17
13052,0,3,17
13053,0,5,15
13054,1,8,12
13055,0,5,15
13056,0,3,17
13057,0,3,17
13058,0,2,18
13059,1,8,12
13060,1,8,12
13061,0,2,18
13062,0,3,17
13063,0,2,18
13064,0,1,19
13065,0,2,18
13066,0,3,17
13067,0,3,17
13068,0,2,18
13069,0,1,19
13070,0,4,16
13071,0,1,19
13072,0,3,17
13073,0,1,19
13074,0,3,17
13075,0,2,18
13076,0,3,17
13077,0,2,18
13078,0,3,17
13079,0,1,19
13080,0,4,16
13081,0,2,18
13082,0,2,18
13083,0,3,17
13084,0,3,17
13085,0,3,17
13086,0,1,19
13087,0,3,17
13088,0,2,18
13089,0,2,18
13090,0,3,17
13091,0,1,19
13092,0,1,19
13093,0,4,16
13094,0,1,19
13095,0,4,16
13096,0,2,18
13097,0,5,15
13098,0,4,16
13099,0,1,19
13100,0,1,19
13101,0,3,17
13102,0,2,18
13103,0,5,15
13104,0,3,17
13105,0,3,17
13106,0,3,17
13107,0,4,16
13108,0,4,16
13109,0,3,17
13110,0,3,17
13111,0,2,18
13112,0,2,18
13113,0,3,17
13114,0,2,18
13115,0,1,19
13116,0,3,17
13117,0,2,18
13118,0,2,18
13119,0,1,19
13120,0,4,16
13121,0,4,16
13122,0,5,15
13123,0,2,18
13124,0,3,17
13125,0,3,17
13126,0,4,16
13127,0,3,17
13128,0,3,17
13129,0,1,19
13130,0,3,17
13131,1,8,12
13132,0,4,16
13133,0,3,17
13134,0,2,18
13135,0,1,19
13136,0,1,19
13137,0,3,17
13138,0,3,17
13139,0,2,18
13140,0,3,17
13141,0,3,17
13142,0,4,16
13143,0,3,17
13144,0,4,16
13145,0,2,18
13146,0,2,18
13147,0,2,18
13148,0,2,18
13149,0,3,17
13150,0,2,18
13151,0,3,17
13152,0,3,17
13153,0,4,16
13154,1,10,10
13155,0,1,19
13156,0,3,17
13157,0,1,19
13158,0,3,17
13159,0,3,17
13160,0,5,15
13161,0,1,19
13162,0,2,18
13163,0,2,18
13164,0,2,18
13165,0,2,18
13166,0,1,19
13167,1,8,12
13168,0,1,19
13169,0,2,18
13170,0,4,16
13171,0,2,18
13172,0,5,15
13173,0,4,16
13174,0,3,17
13175,0,3,17
13176,0,2,18
13177,0,3,17
13178,0,3,17
13179,0,5,15
13180,0,1,19
13181,0,3,17
13182,0,2,18
13183,0,2,18
13184,0,1,19
13185,0,3,17
13186,0,1,19
13187,0,4,16
13188,0,5,15
13189,0,1,19
13190,0,4,16
13191,0,5,15
13192,0,3,17
13193,0,1,19
13194,1,8,12
13195,0,2,18
13196,0,4,16
13197,0,3,17
13198,0,4,16
13199,0,2,18
13200,0,3,17
13201,0,3,17
13202,0,2,18
13203,0,2,18
13204,0,4,16
13205,0,1,19
13206,0,3,17
13207,0,3,17
13208,0,3,17
13209,1,8,12
13210,0,2,18
13211,0,2,18
13212,0,2,18
13213,0,1,19
13214,0,5,15
13215,0,4,16
13216,0,1,19
13217,0,4,16
13218,0,3,17
13219,1,6,14
13220,0,4,16
13221,0,5,15
13222,0,4,16
13223,0,3,17
13224,0,5,15
13225,0,4,16
13226,0,2,18
13227,0,3,17
13228,0,3,17
13229,1,7,13
13230,0,2,18
13231,0,2,18
13232,1,8,12
13233,0,2,18
13234,0,1,19
13235,0,5,15
13236,0,2,18
13237,0,1,19
13238,0,2,18
13239,0,1,19
13240,0,2,18
13241,0,2,18
13242,0,2,18
13243,0,2,18
13244,0,3,17
13245,0,3,17
13246,0,1,19
13247,0,4,16
13248,0,4,16
13249,0,5,15
13250,0,3,17
13251,0,3,17
13252,0,2,18
13253,0,5,15
13254,0,3,17
13255,0,2,18
13256,1,7,13
13257,0,2,18
13258,0,1,19
13259,0,4,16
13260,0,4,16
13261,0,5,15
13262,0,2,18
13263,0,1,19
13264,0,3,17
13265,0,3,17
13266,0,2,18
13267,1,9,11
13268,0,4,16
13269,0,1,19
13270,0,2,18
13271,0,1,19
13272,0,3,17
13273,0,4,16
13274,0,2,18
13275,1,9,11
13276,1,8,12
13277,229149,20,0
13278,0,4,16
13279,0,2,18
13280,6,18,2
13281,0,3,17
13282,0,3,17
13283,0,2,18
13284,0,2,18
13285,0,3,17
13286,0,3,17
13287,0,5,15
13288,0,2,18
13289,0,3,17
13290,0,3,17
13291,0,3,17
13292,0,5,15
13293,0,1,19
13294,1,7,13
13295,0,2,18
13296,0,3,17
13297,0,1,19
13298,0,2,18
13299,0,1,19
13300,0,4,16
13301,0,4,16
13302,0,4,16
13303,0,2,18
13304,0,1,19
13305,0,4,16
13306,0,3,17
13307,0,4,16
13308,0,1,19
13309,0,4,16
13310,0,4,16
13311,0,2,18
13312,0,2,18
13313,0,2,18
13314,0,2,18
13315,0,3,17
13316,0,3,17
13317,0,1,19
13318,0,2,18
13319,0,2,18
13320,0,3,17
13321,0,3,17
13322,0,3,17
13323,0,2,18
13324,0,5,15
13325,0,3,17
13326,0,1,19
13327,0,1,19
13328,0,1,19
13329,0,2,18
13330,0,5,15
13331,0,2,18
13332,0,4,16
13333,0,4,16
13334,1,9,11
13335,0,1,19
13336,0,2,18
13337,0,2,18
13338,0,1,19
13339,0,2,18
13340,0,3,17
13341,0,1,19
13342,0,3,17
13343,0,1,19
13344,0,2,18
13345,0,2,18
13346,0,1,19
13347,0,1,19
13348,0,2,18
13349,0,3,17
13350,0,2,18
13351,1,8,12
13352,0,5,15
13353,0,2,18
13354,0,3,17
13355,0,3,17
13356,0,5,15
13357,2,10,10
13358,7764,20,0
13359,0,3,17
13360,0,3,17
13361,0,4,16
13362,0,3,17
13363,0,2,18
13364,0,2,18
13365,0,5,15
13366,0,2,18
13367,0,2,18
13368,0,4,16
13369,0,4,16
13370,0,5,15
13371,0,2,18
13372,0,1,19
13373,0,5,15
13374,0,2,18
13375,0,3,17
13376,0,3,17
13377,0,4,16
13378,0,2,18
13379,2,13,7
13380,0,4,16
13381,2,11,9
13382,0,2,18
13383,0,2,18
13384,0,2,18
13385,0,3,17
13386,0,2,18
13387,0,1,19
13388,0,4,16
13389,0,5,15
13390,0,2,18
13391,0,2,18
13392,0,3,17
13393,0,1,19
13394,0,3,17
13395,0,3,17
13396,0,2,18
13397,0,1,19
13398,0,2,18
13399,0,3,17
13400,0,2,18
13401,0,2,18
13402,0,1,19
13403,0,4,16
13404,0,5,15
13405,0,2,18
13406,0,1,19
13407,0,2,18
13408,0,1,19
13409,0,5,15
13410,0,5,15
13411,0,3,17
13412,0,4,16
13413,0,2,18
13414,0,3,17
13415,0,3,17
13416,0,2,18
13417,0,3,17
13418,0,4,16
13419,0,4,16
13420,0,1,19
13421,0,2,18
13422,0,3,17
13423,0,1,19
13424,0,2,18
13425,0,1,19
13426,0,2,18
13427,0,1,19
13428,0,2,18
13429,0,2,18
13430,0,3,17
13431,0,1,19
13432,0,4,16
13433,0,4,16
13434,0,3,17
13435,0,1,19
13436,0,4,16
13437,0,4,16
13438,0,3,17
13439,0,3,17
13440,0,3,17
13441,0,3,17
13442,0,4,16
13443,0,2,18
13444,0,4,16
13445,0,3,17
13446,0,4,16
13447,0,4,16
13448,0,2,18
13449,0,1,19
13450,0,3,17
13451,0,4,16
13452,0,2,18
13453,0,2,18
13454,0,4,16
13455,0,2,18
13456,0,3,17
13457,0,4,16
13458,0,4,16
13459,0,2,18
13460,0,1,19
13461,0,1,19
13462,0,3,17
13463,0,3,17
13464,0,4,16
13465,0,3,17
13466,0,4,16
13467,0,1,19
13468,0,2,18
13469,0,3,17
13470,0,2,18
13471,0,3,17
13472,0,5,15
13473,0,2,18
13474,0,2,18
13475,0,2,18
13476,0,2,18
13477,1,7,13
13478,0,3,17
