Total Simulation,Total Computers,Total Days infected,Min. Computers Infected,Avg. Computers Infected,Med. Computers Infected,Std. Computers Infected,Max. Computers Infected,Min. Day(s) Infected,Avg. Day(s) Infected,Med. Day(s) Infected,Std. Day(s) Infected,Max. Day(s) Infected
10000,20,724114,1,20,3.0,1.6340981542359971,20,0,163307,0.0,2810.6429871736104,163307
