simulation,days,infected,uninfected
1663,0,3,17
1664,0,3,17
1665,0,2,18
1666,0,2,18
1667,0,5,15
1668,0,3,17
1669,0,2,18
1670,0,2,18
1671,0,2,18
1672,0,5,15
1673,0,3,17
1674,0,3,17
1675,0,3,17
1676,0,3,17
1677,0,3,17
1678,0,3,17
1679,0,4,16
1680,0,5,15
1681,0,4,16
1682,0,1,19
1683,0,2,18
1684,0,1,19
1685,0,2,18
1686,0,3,17
1687,0,3,17
1688,0,2,18
1689,0,2,18
1690,0,2,18
1691,0,5,15
1692,0,4,16
1693,1,8,12
1694,0,1,19
1695,0,2,18
1696,0,3,17
1697,0,3,17
1698,0,4,16
1699,0,5,15
1700,1,9,11
1701,0,5,15
1702,0,5,15
1703,0,2,18
1704,0,4,16
1705,0,4,16
1706,0,3,17
1707,0,1,19
1708,0,2,18
1709,0,3,17
1710,0,4,16
1711,0,2,18
1712,0,3,17
1713,0,1,19
1714,0,3,17
1715,0,2,18
1716,0,1,19
1717,0,2,18
1718,0,4,16
1719,0,4,16
1720,0,3,17
1721,0,1,19
1722,0,5,15
1723,0,3,17
1724,0,3,17
1725,0,3,17
1726,0,2,18
1727,0,2,18
1728,0,4,16
1729,0,4,16
1730,0,3,17
1731,0,2,18
1732,0,3,17
1733,0,3,17
1734,0,3,17
1735,1,7,13
1736,0,3,17
1737,0,3,17
1738,0,4,16
1739,0,2,18
1740,0,1,19
1741,0,1,19
1742,0,1,19
1743,2,13,7
1744,0,2,18
1745,0,3,17
1746,0,4,16
1747,0,1,19
1748,0,2,18
1749,0,1,19
1750,0,3,17
1751,1,6,14
1752,0,2,18
1753,0,2,18
1754,1,7,13
1755,0,1,19
1756,0,1,19
1757,0,4,16
1758,0,4,16
1759,0,3,17
1760,0,5,15
1761,0,4,16
1762,0,2,18
1763,0,3,17
1764,0,3,17
1765,0,3,17
1766,0,3,17
1767,0,3,17
1768,0,2,18
1769,0,3,17
1770,0,3,17
1771,0,2,18
1772,0,3,17
1773,0,3,17
1774,1,6,14
1775,0,3,17
1776,0,4,16
1777,0,3,17
1778,1,8,12
1779,0,1,19
1780,0,2,18
1781,0,4,16
1782,0,2,18
1783,0,1,19
1784,0,1,19
1785,0,3,17
1786,0,1,19
1787,0,2,18
1788,0,3,17
1789,0,4,16
1790,0,4,16
1791,0,5,15
1792,0,2,18
1793,0,4,16
1794,0,5,15
1795,0,4,16
1796,0,1,19
1797,0,4,16
1798,0,3,17
1799,0,1,19
1800,0,4,16
1801,0,1,19
1802,0,3,17
1803,0,5,15
1804,0,1,19
1805,0,2,18
1806,0,1,19
1807,0,2,18
1808,0,4,16
1809,0,4,16
1810,0,3,17
1811,0,3,17
1812,0,3,17
1813,0,2,18
1814,0,2,18
1815,0,3,17
1816,0,1,19
1817,1,8,12
1818,0,2,18
1819,0,2,18
1820,0,4,16
1821,0,4,16
1822,0,2,18
1823,0,2,18
1824,0,2,18
1825,0,5,15
1826,0,3,17
1827,0,2,18
1828,0,3,17
1829,0,2,18
1830,0,5,15
1831,0,1,19
1832,0,2,18
1833,0,3,17
1834,0,2,18
1835,0,3,17
1836,0,3,17
1837,0,2,18
1838,1,8,12
1839,0,3,17
1840,0,3,17
1841,0,2,18
1842,0,4,16
1843,0,2,18
1844,0,4,16
1845,0,5,15
1846,0,1,19
1847,0,5,15
1848,0,1,19
1849,0,2,18
1850,0,2,18
1851,0,4,16
1852,0,2,18
1853,0,1,19
1854,0,3,17
1855,0,3,17
1856,0,3,17
1857,0,3,17
1858,0,4,16
1859,0,5,15
1860,0,1,19
1861,0,3,17
1862,0,4,16
1863,0,1,19
1864,1,8,12
1865,1,7,13
1866,0,3,17
1867,0,3,17
1868,0,4,16
1869,0,5,15
1870,0,2,18
1871,0,3,17
1872,0,4,16
1873,0,3,17
1874,0,2,18
1875,0,2,18
1876,0,2,18
1877,0,2,18
1878,0,2,18
1879,0,2,18
1880,0,4,16
1881,0,2,18
1882,0,1,19
1883,0,3,17
1884,0,2,18
1885,0,2,18
1886,0,5,15
1887,1,6,14
1888,0,4,16
1889,1,7,13
1890,0,3,17
1891,0,3,17
1892,0,5,15
1893,0,5,15
1894,0,2,18
1895,0,2,18
1896,0,1,19
1897,0,4,16
1898,0,3,17
1899,1,8,12
1900,0,3,17
1901,0,3,17
1902,0,3,17
1903,0,1,19
1904,0,5,15
1905,0,1,19
1906,0,3,17
1907,0,3,17
1908,0,2,18
1909,0,2,18
1910,0,4,16
1911,0,3,17
1912,0,3,17
1913,0,4,16
1914,0,2,18
1915,0,3,17
1916,0,3,17
1917,0,1,19
1918,0,3,17
1919,0,3,17
1920,0,4,16
1921,0,1,19
1922,0,4,16
1923,3,14,6
1924,0,2,18
1925,0,2,18
1926,0,3,17
1927,0,1,19
1928,0,3,17
1929,0,3,17
1930,0,3,17
1931,1,7,13
1932,0,3,17
1933,0,4,16
1934,0,5,15
1935,0,5,15
1936,0,2,18
1937,0,2,18
1938,0,3,17
1939,0,1,19
1940,0,2,18
1941,0,5,15
1942,0,1,19
1943,0,1,19
1944,0,3,17
1945,0,3,17
1946,0,1,19
1947,0,3,17
1948,0,4,16
1949,0,3,17
1950,0,4,16
1951,0,2,18
1952,0,4,16
1953,0,5,15
1954,1,7,13
1955,0,2,18
1956,0,2,18
1957,0,3,17
1958,0,1,19
1959,0,5,15
1960,0,1,19
1961,0,3,17
1962,0,2,18
1963,0,2,18
1964,0,1,19
1965,0,2,18
1966,0,1,19
1967,0,3,17
1968,0,2,18
1969,0,4,16
1970,0,2,18
1971,0,2,18
1972,1,7,13
1973,0,2,18
1974,0,2,18
1975,0,2,18
1976,0,1,19
1977,0,4,16
1978,0,3,17
1979,0,4,16
1980,0,2,18
1981,0,3,17
1982,0,3,17
1983,0,3,17
1984,0,3,17
1985,0,2,18
1986,0,3,17
1987,0,5,15
1988,0,2,18
1989,0,3,17
1990,0,2,18
1991,0,4,16
1992,0,3,17
1993,0,2,18
1994,0,2,18
1995,0,4,16
1996,0,4,16
1997,0,2,18
1998,0,4,16
1999,0,4,16
2000,0,1,19
2001,0,1,19
2002,0,3,17
2003,0,4,16
2004,0,4,16
2005,0,3,17
2006,0,3,17
2007,0,2,18
2008,0,5,15
2009,0,3,17
2010,0,2,18
2011,0,2,18
2012,0,1,19
2013,0,4,16
2014,0,3,17
2015,0,3,17
2016,0,3,17
2017,0,5,15
2018,0,2,18
2019,0,3,17
2020,0,5,15
2021,0,4,16
2022,0,4,16
2023,0,3,17
2024,0,2,18
2025,0,1,19
2026,0,4,16
2027,0,3,17
2028,0,2,18
2029,0,1,19
2030,0,1,19
2031,0,4,16
2032,0,3,17
2033,0,3,17
2034,0,4,16
2035,0,4,16
2036,0,3,17
2037,0,1,19
2038,0,5,15
2039,0,4,16
2040,0,2,18
2041,2,14,6
2042,0,4,16
2043,0,1,19
2044,2,13,7
2045,0,2,18
2046,0,5,15
2047,0,5,15
2048,0,1,19
2049,0,1,19
2050,0,1,19
2051,0,3,17
2052,0,5,15
2053,0,1,19
2054,0,3,17
2055,0,4,16
2056,0,2,18
2057,0,3,17
2058,0,4,16
2059,0,4,16
2060,0,5,15
2061,0,2,18
2062,0,4,16
2063,0,2,18
2064,0,3,17
2065,0,1,19
2066,0,2,18
2067,0,3,17
2068,0,5,15
2069,0,1,19
2070,0,2,18
2071,0,3,17
2072,0,2,18
2073,0,4,16
2074,0,3,17
2075,0,2,18
2076,0,4,16
2077,0,5,15
2078,0,2,18
2079,0,3,17
2080,0,4,16
2081,0,4,16
2082,0,2,18
2083,0,2,18
2084,0,4,16
2085,0,3,17
2086,0,3,17
2087,0,3,17
2088,0,3,17
2089,0,4,16
2090,0,3,17
2091,0,1,19
2092,0,3,17
2093,0,2,18
2094,0,3,17
2095,0,4,16
2096,0,3,17
2097,0,1,19
2098,0,4,16
2099,0,3,17
2100,0,2,18
2101,0,2,18
2102,0,2,18
2103,0,4,16
2104,0,2,18
2105,0,3,17
2106,0,3,17
2107,0,3,17
2108,0,3,17
2109,0,4,16
2110,0,2,18
2111,0,1,19
2112,0,2,18
2113,0,3,17
2114,0,2,18
2115,0,1,19
2116,0,2,18
2117,0,2,18
2118,0,3,17
2119,0,1,19
2120,0,3,17
2121,0,2,18
2122,0,2,18
2123,0,3,17
2124,0,4,16
2125,0,3,17
2126,0,3,17
2127,0,2,18
2128,0,2,18
2129,0,2,18
2130,0,3,17
2131,0,3,17
2132,1,8,12
2133,0,1,19
2134,0,4,16
2135,0,2,18
2136,0,2,18
2137,0,2,18
2138,0,2,18
2139,0,4,16
2140,0,5,15
2141,0,1,19
2142,0,3,17
2143,0,2,18
2144,0,5,15
2145,0,2,18
2146,0,3,17
2147,0,5,15
2148,0,2,18
2149,0,3,17
2150,0,2,18
2151,0,3,17
2152,0,1,19
2153,0,3,17
2154,0,4,16
2155,0,2,18
2156,0,3,17
2157,0,3,17
2158,0,2,18
2159,0,2,18
2160,0,5,15
2161,0,1,19
2162,0,3,17
2163,0,2,18
2164,0,4,16
2165,0,1,19
2166,0,5,15
2167,0,2,18
2168,0,3,17
2169,1,9,11
2170,0,4,16
2171,0,3,17
2172,1,7,13
2173,0,3,17
2174,0,3,17
2175,0,4,16
2176,0,2,18
2177,0,3,17
2178,0,1,19
2179,0,5,15
2180,0,3,17
2181,0,5,15
2182,0,2,18
2183,0,1,19
2184,0,3,17
2185,0,2,18
2186,0,3,17
2187,0,2,18
2188,0,1,19
2189,0,4,16
2190,0,4,16
2191,0,4,16
2192,0,3,17
2193,0,3,17
2194,0,1,19
2195,0,5,15
2196,0,2,18
2197,0,4,16
2198,0,3,17
2199,0,2,18
2200,0,3,17
2201,0,1,19
2202,0,2,18
2203,0,2,18
2204,0,2,18
2205,0,2,18
2206,0,3,17
2207,0,3,17
2208,0,2,18
2209,0,5,15
2210,0,2,18
2211,0,2,18
2212,0,3,17
2213,0,5,15
2214,0,1,19
2215,0,1,19
2216,0,2,18
2217,0,5,15
2218,1,6,14
2219,0,2,18
2220,0,2,18
2221,0,2,18
2222,0,3,17
2223,0,2,18
2224,0,1,19
2225,0,3,17
2226,0,4,16
2227,0,3,17
2228,0,3,17
2229,0,1,19
2230,0,2,18
2231,0,2,18
2232,0,2,18
2233,0,3,17
2234,0,4,16
2235,0,3,17
2236,0,3,17
2237,0,4,16
2238,0,1,19
2239,0,3,17
2240,0,4,16
2241,0,4,16
2242,0,3,17
2243,0,4,16
2244,0,3,17
2245,0,4,16
2246,0,2,18
2247,0,1,19
2248,0,2,18
2249,0,3,17
2250,0,2,18
2251,0,2,18
2252,0,2,18
2253,0,5,15
2254,0,3,17
2255,0,3,17
2256,0,5,15
2257,0,2,18
2258,0,2,18
2259,0,2,18
2260,0,3,17
2261,0,1,19
2262,0,2,18
2263,0,2,18
2264,0,2,18
2265,0,2,18
2266,0,3,17
2267,0,1,19
2268,0,3,17
2269,0,2,18
2270,0,2,18
2271,0,4,16
2272,0,4,16
2273,0,4,16
2274,0,5,15
2275,0,2,18
2276,0,5,15
2277,0,4,16
2278,163307,20,0
2279,0,3,17
2280,0,3,17
2281,0,1,19
2282,0,2,18
2283,0,4,16
2284,0,2,18
2285,0,3,17
2286,0,2,18
2287,0,3,17
2288,0,2,18
2289,0,4,16
2290,0,2,18
2291,0,3,17
2292,0,4,16
2293,0,2,18
2294,0,3,17
2295,0,1,19
2296,0,2,18
2297,0,2,18
2298,0,2,18
2299,0,2,18
2300,0,3,17
2301,0,5,15
2302,0,3,17
2303,0,1,19
2304,0,4,16
2305,0,4,16
2306,0,5,15
2307,0,2,18
2308,0,3,17
2309,0,3,17
2310,0,1,19
2311,0,3,17
2312,0,5,15
2313,0,2,18
2314,0,4,16
2315,0,2,18
2316,0,2,18
2317,0,3,17
2318,0,3,17
2319,0,3,17
2320,0,2,18
2321,0,1,19
2322,0,1,19
2323,0,2,18
2324,0,3,17
2325,0,3,17
2326,0,1,19
2327,0,1,19
2328,0,3,17
2329,0,2,18
2330,0,2,18
2331,0,3,17
2332,0,3,17
2333,0,2,18
2334,1,7,13
2335,0,3,17
2336,0,3,17
2337,0,3,17
2338,0,3,17
2339,0,4,16
2340,1,7,13
2341,0,3,17
2342,0,2,18
2343,0,5,15
2344,0,3,17
2345,0,2,18
2346,1,7,13
2347,0,3,17
2348,0,3,17
2349,0,4,16
2350,0,4,16
2351,0,3,17
2352,0,2,18
2353,0,3,17
2354,0,3,17
2355,0,2,18
2356,0,1,19
2357,0,3,17
2358,0,3,17
2359,0,3,17
2360,0,2,18
2361,0,3,17
2362,0,1,19
2363,0,2,18
2364,0,4,16
2365,0,1,19
2366,0,2,18
2367,0,4,16
2368,0,1,19
2369,0,1,19
2370,0,2,18
2371,0,2,18
2372,0,4,16
2373,0,2,18
2374,0,2,18
2375,0,1,19
2376,0,4,16
2377,0,3,17
2378,0,1,19
2379,0,2,18
2380,0,2,18
2381,0,4,16
2382,0,2,18
2383,0,4,16
2384,0,5,15
2385,0,2,18
2386,0,1,19
2387,0,3,17
2388,0,4,16
2389,0,2,18
2390,1,6,14
2391,0,2,18
2392,0,3,17
2393,0,2,18
2394,0,2,18
2395,0,1,19
2396,0,1,19
2397,0,3,17
2398,0,4,16
2399,0,1,19
2400,0,2,18
2401,0,1,19
2402,0,2,18
2403,0,3,17
2404,0,3,17
2405,0,2,18
2406,0,3,17
2407,1,8,12
2408,0,2,18
2409,0,3,17
2410,0,2,18
2411,0,3,17
2412,0,5,15
2413,0,4,16
2414,0,4,16
2415,0,4,16
2416,0,2,18
2417,0,5,15
2418,0,3,17
2419,0,4,16
2420,0,1,19
2421,0,5,15
2422,0,2,18
2423,0,2,18
2424,0,2,18
2425,0,2,18
2426,0,1,19
2427,0,4,16
2428,0,4,16
2429,0,2,18
2430,0,1,19
2431,0,3,17
2432,0,5,15
2433,0,4,16
2434,0,1,19
2435,0,4,16
2436,0,4,16
2437,0,3,17
2438,0,3,17
2439,0,2,18
2440,0,4,16
2441,0,2,18
2442,0,5,15
2443,0,4,16
2444,0,4,16
2445,0,3,17
2446,0,4,16
2447,0,4,16
2448,0,2,18
2449,0,2,18
2450,0,3,17
2451,0,3,17
2452,0,3,17
2453,0,2,18
2454,0,2,18
2455,0,4,16
2456,0,3,17
2457,0,1,19
2458,0,3,17
2459,0,4,16
2460,0,5,15
2461,0,3,17
2462,0,4,16
2463,0,3,17
2464,0,2,18
2465,0,2,18
2466,0,2,18
2467,0,3,17
2468,0,4,16
2469,0,3,17
2470,0,4,16
2471,0,1,19
2472,3,14,6
2473,0,2,18
2474,0,3,17
2475,0,3,17
2476,0,2,18
2477,0,3,17
2478,0,2,18
2479,0,3,17
2480,0,2,18
2481,1,8,12
2482,0,2,18
2483,0,2,18
2484,0,1,19
2485,0,3,17
2486,0,3,17
2487,0,3,17
2488,0,4,16
2489,0,3,17
2490,0,4,16
2491,0,3,17
2492,0,5,15
2493,0,3,17
2494,0,3,17
2495,0,1,19
2496,0,3,17
2497,0,5,15
2498,0,3,17
2499,0,5,15
2500,0,4,16
2501,0,1,19
2502,0,1,19
2503,0,3,17
2504,0,2,18
2505,0,1,19
2506,0,2,18
2507,1,6,14
2508,0,5,15
2509,0,1,19
2510,0,3,17
2511,0,5,15
2512,2,9,11
2513,0,2,18
2514,0,2,18
2515,0,5,15
2516,0,3,17
2517,0,2,18
2518,0,4,16
2519,0,1,19
2520,0,2,18
2521,0,3,17
2522,0,3,17
2523,0,1,19
2524,0,2,18
2525,0,3,17
2526,0,3,17
2527,0,2,18
2528,0,1,19
2529,0,2,18
2530,0,2,18
2531,0,2,18
2532,0,1,19
2533,0,4,16
2534,0,1,19
2535,0,3,17
2536,0,3,17
2537,0,3,17
2538,0,2,18
2539,0,5,15
2540,0,3,17
2541,0,3,17
2542,0,4,16
2543,0,2,18
2544,0,3,17
2545,0,4,16
2546,0,5,15
2547,0,3,17
2548,0,1,19
2549,0,4,16
2550,0,4,16
2551,0,2,18
2552,0,1,19
2553,0,2,18
2554,0,1,19
2555,0,3,17
2556,0,2,18
2557,0,3,17
2558,0,1,19
2559,0,2,18
2560,0,2,18
2561,1,7,13
2562,0,2,18
2563,0,1,19
2564,0,4,16
2565,0,3,17
2566,0,2,18
2567,0,1,19
2568,0,2,18
2569,0,2,18
2570,0,4,16
2571,0,3,17
2572,0,3,17
2573,0,3,17
2574,0,3,17
2575,0,3,17
2576,1,8,12
2577,0,2,18
2578,0,1,19
2579,0,3,17
2580,0,1,19
2581,0,5,15
2582,0,4,16
2583,0,4,16
2584,0,4,16
2585,0,2,18
2586,0,1,19
2587,0,2,18
2588,0,5,15
2589,0,4,16
2590,0,5,15
2591,0,5,15
2592,0,3,17
2593,0,5,15
2594,0,5,15
2595,0,3,17
2596,0,5,15
2597,0,1,19
2598,0,4,16
2599,0,4,16
2600,0,3,17
2601,1,6,14
2602,0,3,17
2603,0,2,18
2604,0,4,16
2605,0,4,16
2606,0,4,16
2607,0,1,19
2608,0,2,18
2609,0,3,17
2610,0,3,17
2611,0,2,18
2612,1,9,11
2613,0,5,15
2614,0,2,18
2615,0,3,17
2616,0,3,17
2617,0,3,17
2618,0,4,16
2619,0,1,19
2620,0,4,16
2621,0,2,18
2622,0,5,15
2623,0,5,15
2624,0,2,18
2625,0,2,18
2626,0,4,16
2627,0,4,16
2628,0,2,18
2629,0,3,17
2630,0,3,17
2631,0,4,16
2632,0,2,18
2633,0,1,19
2634,0,5,15
2635,0,4,16
2636,0,2,18
2637,0,3,17
2638,0,2,18
2639,0,3,17
2640,0,4,16
2641,0,1,19
2642,0,3,17
2643,0,2,18
2644,0,1,19
2645,0,3,17
2646,0,3,17
2647,0,3,17
2648,0,4,16
2649,0,1,19
2650,0,3,17
2651,0,2,18
2652,0,4,16
2653,0,3,17
2654,0,3,17
2655,0,5,15
2656,0,4,16
2657,0,2,18
2658,0,4,16
2659,0,2,18
2660,0,2,18
2661,0,2,18
2662,0,2,18
2663,0,1,19
2664,0,3,17
2665,0,4,16
2666,0,3,17
2667,2,12,8
2668,0,2,18
2669,0,3,17
2670,0,2,18
2671,0,4,16
2672,0,2,18
2673,0,2,18
2674,1,6,14
2675,0,2,18
2676,0,2,18
2677,0,3,17
2678,0,4,16
2679,0,1,19
2680,0,4,16
2681,0,3,17
2682,0,2,18
2683,0,2,18
2684,0,3,17
2685,0,2,18
2686,0,1,19
2687,0,1,19
2688,0,2,18
2689,0,2,18
2690,0,3,17
2691,0,2,18
2692,0,2,18
2693,0,1,19
2694,0,5,15
2695,0,4,16
2696,0,1,19
2697,0,3,17
2698,0,4,16
2699,0,1,19
2700,0,5,15
2701,0,3,17
2702,0,2,18
2703,0,2,18
2704,0,2,18
2705,0,4,16
2706,0,3,17
2707,0,2,18
2708,0,4,16
2709,0,4,16
2710,0,5,15
2711,0,3,17
2712,1,7,13
2713,0,2,18
2714,0,3,17
2715,0,4,16
2716,0,3,17
2717,0,5,15
2718,0,4,16
2719,0,4,16
2720,0,4,16
2721,0,3,17
2722,0,2,18
2723,0,4,16
2724,0,2,18
2725,0,4,16
2726,0,2,18
2727,0,3,17
2728,0,2,18
2729,0,3,17
2730,0,1,19
2731,0,3,17
2732,0,4,16
2733,0,5,15
2734,0,1,19
2735,0,3,17
2736,0,1,19
2737,0,1,19
2738,0,2,18
2739,0,1,19
2740,0,2,18
2741,0,3,17
2742,0,4,16
2743,0,2,18
2744,0,2,18
2745,0,2,18
2746,0,3,17
2747,0,4,16
2748,0,4,16
2749,0,2,18
2750,1,6,14
2751,0,2,18
2752,0,5,15
2753,0,4,16
2754,0,1,19
2755,0,2,18
2756,0,2,18
2757,0,4,16
2758,0,3,17
2759,0,1,19
2760,0,5,15
2761,0,1,19
2762,0,3,17
2763,0,3,17
2764,0,1,19
2765,0,3,17
2766,0,2,18
2767,0,1,19
2768,0,4,16
2769,0,2,18
2770,0,2,18
2771,0,2,18
2772,0,3,17
2773,0,3,17
2774,0,2,18
2775,0,3,17
2776,0,4,16
2777,0,5,15
2778,0,2,18
2779,0,4,16
2780,0,3,17
2781,0,4,16
2782,0,2,18
2783,0,2,18
2784,0,1,19
2785,0,4,16
2786,0,3,17
2787,0,5,15
2788,0,4,16
2789,0,4,16
2790,0,2,18
2791,0,4,16
2792,0,1,19
2793,0,5,15
2794,0,1,19
2795,0,3,17
2796,0,1,19
2797,0,3,17
2798,1,9,11
2799,0,2,18
2800,0,2,18
2801,0,2,18
2802,0,3,17
2803,0,2,18
2804,0,4,16
2805,0,1,19
2806,0,2,18
2807,0,2,18
2808,0,1,19
2809,0,5,15
2810,0,3,17
2811,0,3,17
2812,0,4,16
2813,0,4,16
2814,0,3,17
2815,0,4,16
2816,0,2,18
2817,0,1,19
2818,0,5,15
2819,0,3,17
2820,0,2,18
2821,0,4,16
2822,0,3,17
2823,0,4,16
2824,0,5,15
2825,0,4,16
2826,0,2,18
2827,0,2,18
2828,0,3,17
2829,0,3,17
2830,0,4,16
2831,0,3,17
2832,0,4,16
2833,0,3,17
2834,0,4,16
2835,0,1,19
2836,0,2,18
2837,0,5,15
2838,0,2,18
2839,0,2,18
2840,0,3,17
2841,0,3,17
2842,0,2,18
2843,0,2,18
2844,0,2,18
2845,0,2,18
2846,0,2,18
2847,0,1,19
2848,0,5,15
2849,0,3,17
2850,0,5,15
2851,0,1,19
2852,0,2,18
2853,0,2,18
2854,0,1,19
2855,0,3,17
2856,0,3,17
2857,0,2,18
2858,0,3,17
2859,0,2,18
2860,0,1,19
2861,0,2,18
2862,0,3,17
2863,0,1,19
2864,0,2,18
2865,0,2,18
2866,0,2,18
2867,0,1,19
2868,0,1,19
2869,0,2,18
2870,0,3,17
2871,0,2,18
2872,0,4,16
2873,0,3,17
2874,0,4,16
2875,0,3,17
2876,0,3,17
2877,0,3,17
2878,0,3,17
2879,0,3,17
2880,0,2,18
2881,0,4,16
2882,0,3,17
2883,0,3,17
2884,0,4,16
2885,0,3,17
2886,0,1,19
2887,0,4,16
2888,0,2,18
2889,0,4,16
2890,0,3,17
2891,0,4,16
2892,0,3,17
2893,1,9,11
2894,0,1,19
2895,0,3,17
2896,0,1,19
2897,0,2,18
2898,0,2,18
2899,0,3,17
2900,0,2,18
2901,0,2,18
2902,0,2,18
2903,0,3,17
2904,0,3,17
2905,0,1,19
2906,0,1,19
2907,0,2,18
2908,0,3,17
2909,0,3,17
2910,0,3,17
2911,0,5,15
2912,0,4,16
2913,0,2,18
2914,0,3,17
2915,0,3,17
2916,0,2,18
2917,0,5,15
2918,0,3,17
2919,0,5,15
2920,0,3,17
2921,0,2,18
2922,0,2,18
2923,0,4,16
2924,0,2,18
2925,0,3,17
2926,0,5,15
2927,0,1,19
2928,0,2,18
2929,0,1,19
2930,0,2,18
2931,0,1,19
2932,0,2,18
2933,0,3,17
2934,0,3,17
2935,0,4,16
2936,0,2,18
2937,0,3,17
2938,0,3,17
2939,0,3,17
2940,0,3,17
2941,0,3,17
2942,0,3,17
2943,0,1,19
2944,0,2,18
2945,0,3,17
2946,0,3,17
2947,0,1,19
2948,0,1,19
2949,0,4,16
2950,0,3,17
2951,0,3,17
2952,0,3,17
2953,0,3,17
2954,0,1,19
2955,0,2,18
2956,0,2,18
2957,0,3,17
2958,0,4,16
2959,0,5,15
2960,0,5,15
2961,0,3,17
2962,0,5,15
2963,0,3,17
2964,1,8,12
2965,0,3,17
2966,0,2,18
2967,0,1,19
2968,0,2,18
2969,0,1,19
2970,0,4,16
2971,0,1,19
2972,0,5,15
2973,1,6,14
2974,0,5,15
2975,0,4,16
2976,0,2,18
2977,0,2,18
2978,0,3,17
2979,0,3,17
2980,0,3,17
2981,0,3,17
2982,0,3,17
2983,0,2,18
2984,0,5,15
2985,0,5,15
2986,0,2,18
2987,0,2,18
2988,0,3,17
2989,0,3,17
2990,0,3,17
2991,0,2,18
2992,0,5,15
2993,0,1,19
2994,0,1,19
2995,0,4,16
2996,0,3,17
2997,0,4,16
2998,0,3,17
2999,0,3,17
3000,0,1,19
3001,0,5,15
3002,0,2,18
3003,0,5,15
3004,0,3,17
3005,0,2,18
3006,0,2,18
3007,0,4,16
3008,0,1,19
3009,0,3,17
3010,0,3,17
3011,0,3,17
3012,0,2,18
3013,0,3,17
3014,0,2,18
3015,0,1,19
3016,0,4,16
3017,0,1,19
3018,0,5,15
3019,0,1,19
3020,0,3,17
3021,0,2,18
3022,0,1,19
3023,0,3,17
3024,0,3,17
3025,0,3,17
3026,0,4,16
3027,0,2,18
3028,0,4,16
3029,0,2,18
3030,0,2,18
3031,0,3,17
3032,0,2,18
3033,0,3,17
3034,1,8,12
3035,0,5,15
3036,0,5,15
3037,0,1,19
3038,0,3,17
3039,0,4,16
3040,1,7,13
3041,0,4,16
3042,0,3,17
3043,0,2,18
3044,0,3,17
3045,0,4,16
3046,0,5,15
3047,0,5,15
3048,0,4,16
3049,0,4,16
3050,0,2,18
3051,0,2,18
3052,0,4,16
3053,0,2,18
3054,0,3,17
3055,0,4,16
3056,0,1,19
3057,0,2,18
3058,0,2,18
3059,0,1,19
3060,0,3,17
3061,0,2,18
3062,0,2,18
3063,0,2,18
3064,0,5,15
3065,0,4,16
3066,0,1,19
3067,0,1,19
3068,0,2,18
3069,0,3,17
3070,1,7,13
3071,1,9,11
3072,1,7,13
3073,0,4,16
3074,0,3,17
3075,0,3,17
3076,0,2,18
3077,0,2,18
3078,0,3,17
3079,3,14,6
3080,0,1,19
3081,0,2,18
3082,1,9,11
3083,0,4,16
3084,0,2,18
3085,0,2,18
3086,0,1,19
3087,1,8,12
3088,0,5,15
3089,2,11,9
3090,0,2,18
3091,0,4,16
3092,0,3,17
3093,0,2,18
3094,0,2,18
3095,0,2,18
3096,0,3,17
3097,0,5,15
3098,0,2,18
3099,0,5,15
3100,0,4,16
3101,0,2,18
3102,0,2,18
3103,0,2,18
3104,0,2,18
3105,0,2,18
3106,1,8,12
3107,0,3,17
3108,0,1,19
3109,0,3,17
3110,0,3,17
3111,0,4,16
3112,0,1,19
3113,0,1,19
3114,0,3,17
3115,0,1,19
3116,0,2,18
3117,0,3,17
3118,0,4,16
3119,0,3,17
3120,0,1,19
3121,0,4,16
3122,0,4,16
3123,0,1,19
3124,0,5,15
3125,0,4,16
3126,0,5,15
3127,0,4,16
3128,0,4,16
3129,0,2,18
3130,0,3,17
3131,0,2,18
3132,0,3,17
3133,0,5,15
3134,0,4,16
3135,0,2,18
3136,0,4,16
3137,0,1,19
3138,0,1,19
3139,0,3,17
3140,1,6,14
3141,0,1,19
3142,0,3,17
3143,0,2,18
3144,0,2,18
3145,0,1,19
3146,1,8,12
3147,0,2,18
3148,0,3,17
3149,0,1,19
3150,0,3,17
3151,0,3,17
3152,0,5,15
3153,0,2,18
3154,0,4,16
3155,0,2,18
3156,0,3,17
3157,0,3,17
3158,0,3,17
3159,0,2,18
3160,0,3,17
3161,0,1,19
3162,0,2,18
3163,0,5,15
3164,0,3,17
3165,0,3,17
3166,1,7,13
3167,0,4,16
3168,0,3,17
3169,0,1,19
3170,0,4,16
3171,0,1,19
3172,0,3,17
3173,0,3,17
3174,0,3,17
3175,0,2,18
3176,0,5,15
3177,0,1,19
3178,0,3,17
3179,0,3,17
3180,1,7,13
3181,0,1,19
3182,0,2,18
3183,0,4,16
3184,0,3,17
3185,0,3,17
3186,0,4,16
3187,0,4,16
3188,0,1,19
3189,0,4,16
3190,0,1,19
3191,0,2,18
3192,0,1,19
3193,0,2,18
3194,0,3,17
3195,0,2,18
3196,0,3,17
3197,0,4,16
3198,0,5,15
3199,0,4,16
3200,0,3,17
3201,0,2,18
3202,0,4,16
3203,0,2,18
3204,0,2,18
3205,0,5,15
3206,0,2,18
3207,0,2,18
3208,0,3,17
3209,0,1,19
3210,0,5,15
3211,0,3,17
3212,0,3,17
3213,0,3,17
3214,0,3,17
3215,0,2,18
