simulation,days,infected,uninfected
195,0,3,17
196,0,5,15
197,0,3,17
198,0,1,19
199,0,3,17
200,0,3,17
201,0,2,18
202,0,3,17
203,0,3,17
204,0,5,15
205,0,2,18
206,0,2,18
207,0,4,16
208,0,2,18
209,0,2,18
210,0,5,15
211,0,3,17
212,0,5,15
213,0,1,19
214,0,4,16
215,0,2,18
216,0,4,16
217,0,3,17
218,0,2,18
219,0,4,16
220,0,4,16
221,0,3,17
222,0,4,16
223,0,1,19
224,0,3,17
225,0,2,18
226,0,2,18
227,0,3,17
228,0,4,16
229,0,3,17
230,0,3,17
231,0,4,16
232,0,5,15
233,0,2,18
234,0,2,18
235,0,1,19
236,0,1,19
237,0,2,18
238,0,2,18
239,0,3,17
240,0,3,17
241,0,1,19
242,0,2,18
243,0,3,17
244,0,1,19
245,0,4,16
246,0,3,17
247,0,2,18
248,0,2,18
249,0,4,16
250,0,2,18
251,0,1,19
252,0,3,17
253,0,3,17
254,0,5,15
255,0,4,16
256,0,3,17
257,0,3,17
258,0,4,16
259,0,1,19
260,0,2,18
261,0,4,16
262,0,2,18
263,0,1,19
264,0,3,17
265,0,3,17
266,0,3,17
267,0,2,18
268,0,5,15
269,0,2,18
270,0,4,16
271,0,4,16
272,0,2,18
273,0,3,17
274,0,3,17
275,0,3,17
276,0,1,19
277,0,3,17
278,0,2,18
279,0,1,19
280,0,2,18
281,0,4,16
282,0,2,18
283,0,2,18
284,0,3,17
285,0,2,18
286,0,5,15
287,0,1,19
288,0,1,19
289,0,2,18
290,0,4,16
291,0,1,19
292,0,3,17
293,0,2,18
294,0,4,16
295,0,3,17
296,0,4,16
297,0,2,18
298,0,3,17
299,0,3,17
300,0,3,17
301,0,2,18
302,0,5,15
303,0,2,18
304,0,2,18
305,0,2,18
306,0,4,16
307,0,5,15
308,0,2,18
309,0,2,18
310,0,1,19
311,0,3,17
312,0,1,19
313,0,4,16
314,0,3,17
315,0,2,18
316,0,3,17
317,0,2,18
318,0,1,19
319,0,3,17
320,0,1,19
321,0,4,16
322,0,1,19
323,0,2,18
324,0,2,18
325,0,3,17
326,0,4,16
327,0,3,17
328,0,5,15
329,0,2,18
330,0,3,17
331,0,3,17
332,0,1,19
333,0,2,18
334,0,2,18
335,0,3,17
336,0,1,19
337,0,1,19
338,0,4,16
339,0,1,19
340,0,3,17
341,0,1,19
342,0,3,17
343,0,1,19
344,0,2,18
345,0,3,17
346,0,3,17
347,0,2,18
348,0,3,17
349,0,2,18
350,0,3,17
351,0,2,18
352,0,5,15
353,0,3,17
354,0,2,18
355,0,5,15
356,0,3,17
357,0,5,15
358,0,2,18
359,0,3,17
360,0,5,15
361,0,3,17
362,0,4,16
363,0,5,15
364,0,5,15
365,0,3,17
366,0,3,17
367,0,3,17
368,0,2,18
369,0,3,17
370,1,8,12
371,1,7,13
372,0,3,17
373,0,2,18
374,0,2,18
375,0,1,19
376,0,3,17
377,0,4,16
378,0,5,15
379,0,2,18
380,0,3,17
381,0,5,15
382,0,2,18
383,0,3,17
384,0,1,19
385,0,5,15
386,0,3,17
387,0,4,16
388,0,2,18
389,0,4,16
390,0,1,19
391,0,2,18
392,0,4,16
393,0,3,17
394,0,1,19
395,0,4,16
396,0,3,17
397,0,3,17
398,0,3,17
399,0,4,16
400,0,2,18
401,0,4,16
402,0,3,17
403,0,2,18
404,0,5,15
405,0,3,17
406,0,2,18
407,2,13,7
408,0,1,19
409,0,3,17
410,0,4,16
411,0,2,18
412,0,4,16
413,0,4,16
414,0,2,18
415,0,4,16
416,0,4,16
417,0,5,15
418,0,3,17
419,0,2,18
420,0,4,16
421,0,4,16
422,0,2,18
423,0,3,17
424,0,1,19
425,0,1,19
426,0,2,18
427,0,2,18
428,0,1,19
429,0,3,17
430,0,3,17
431,0,5,15
432,0,3,17
433,0,2,18
434,0,3,17
435,0,5,15
436,0,2,18
437,0,5,15
438,0,5,15
439,0,2,18
440,0,2,18
441,0,2,18
442,0,3,17
443,0,2,18
444,0,2,18
445,0,1,19
446,0,1,19
447,0,5,15
448,0,2,18
449,0,1,19
450,1,8,12
451,0,3,17
452,0,2,18
453,0,4,16
454,0,2,18
455,0,3,17
456,0,2,18
457,0,1,19
458,0,1,19
459,0,3,17
460,0,3,17
461,0,3,17
462,0,3,17
463,0,2,18
464,0,2,18
465,0,2,18
466,0,2,18
467,0,1,19
468,0,3,17
469,0,1,19
470,0,4,16
471,0,2,18
472,0,2,18
473,0,2,18
474,0,3,17
475,0,3,17
476,0,5,15
477,0,3,17
478,0,4,16
479,0,4,16
480,0,3,17
481,0,2,18
482,0,1,19
483,0,2,18
484,0,3,17
485,0,2,18
486,2,9,11
487,0,1,19
488,0,4,16
489,0,4,16
490,0,3,17
491,0,4,16
492,0,2,18
493,0,3,17
494,0,2,18
495,72105,20,0
496,0,4,16
497,0,2,18
498,0,2,18
499,0,3,17
500,0,2,18
501,0,4,16
502,0,2,18
503,0,1,19
504,0,3,17
505,0,5,15
506,0,3,17
507,0,3,17
508,0,2,18
509,0,3,17
510,0,1,19
511,0,1,19
512,0,3,17
513,0,3,17
514,0,3,17
515,0,5,15
516,0,2,18
517,0,2,18
518,0,1,19
519,0,2,18
520,0,2,18
521,0,3,17
522,0,5,15
523,0,4,16
524,0,4,16
525,0,3,17
526,0,4,16
527,0,4,16
528,1,6,14
529,0,4,16
530,0,2,18
531,0,1,19
532,0,4,16
533,0,2,18
534,0,4,16
535,0,4,16
536,0,3,17
537,0,3,17
538,0,1,19
539,0,3,17
540,0,3,17
541,0,1,19
542,0,1,19
543,0,4,16
544,0,4,16
545,0,2,18
546,0,5,15
547,0,1,19
548,0,4,16
549,0,2,18
550,0,2,18
551,0,1,19
552,0,2,18
553,0,1,19
554,0,3,17
555,0,4,16
556,0,3,17
557,0,4,16
558,0,3,17
559,0,1,19
560,0,3,17
561,0,3,17
562,0,3,17
563,0,4,16
564,0,3,17
565,0,2,18
566,0,3,17
567,0,1,19
568,0,2,18
569,0,1,19
570,0,3,17
571,0,4,16
572,0,4,16
573,0,3,17
574,0,3,17
575,0,4,16
576,1,9,11
577,0,2,18
578,1,8,12
579,0,3,17
580,0,4,16
581,0,2,18
582,0,4,16
583,0,5,15
584,0,3,17
585,0,1,19
586,0,2,18
587,0,2,18
588,0,1,19
589,0,2,18
590,0,3,17
591,0,2,18
592,0,2,18
593,0,2,18
594,0,2,18
595,0,2,18
596,0,2,18
597,0,1,19
598,0,2,18
599,0,3,17
600,0,4,16
601,0,4,16
602,0,3,17
603,0,5,15
604,0,3,17
605,0,5,15
606,0,4,16
607,0,3,17
608,0,3,17
609,0,2,18
610,0,3,17
611,0,3,17
612,0,2,18
613,0,3,17
614,0,3,17
615,0,3,17
616,0,2,18
617,0,5,15
618,0,3,17
619,0,3,17
620,0,4,16
621,0,5,15
622,0,3,17
623,0,1,19
624,0,3,17
625,0,4,16
626,0,4,16
627,0,1,19
628,0,2,18
629,0,3,17
630,0,3,17
631,0,2,18
632,0,3,17
633,0,5,15
634,0,1,19
635,0,2,18
636,0,4,16
637,0,2,18
638,0,4,16
639,0,5,15
640,0,1,19
641,0,3,17
642,0,4,16
643,0,3,17
644,0,4,16
645,0,5,15
646,0,3,17
647,0,4,16
648,0,5,15
649,0,3,17
650,0,2,18
651,0,3,17
652,0,2,18
653,0,3,17
654,0,1,19
655,0,5,15
656,0,5,15
657,0,2,18
658,0,2,18
659,0,1,19
660,0,1,19
661,1,9,11
662,0,3,17
663,0,3,17
664,0,4,16
665,0,4,16
666,0,3,17
667,0,2,18
668,0,1,19
669,0,3,17
670,0,3,17
671,0,2,18
672,0,4,16
673,0,4,16
674,0,1,19
675,0,1,19
676,0,2,18
677,0,2,18
678,0,1,19
679,0,2,18
680,0,2,18
681,0,5,15
682,0,5,15
683,0,4,16
684,0,3,17
685,0,3,17
686,0,3,17
687,0,4,16
688,0,3,17
689,2,10,10
690,0,2,18
691,0,3,17
692,0,3,17
693,0,4,16
694,0,3,17
695,0,2,18
696,0,3,17
697,0,3,17
698,0,1,19
699,0,2,18
700,0,2,18
701,0,2,18
702,0,2,18
703,0,3,17
704,0,5,15
705,0,4,16
706,0,2,18
707,0,3,17
708,0,3,17
709,0,1,19
710,0,2,18
711,0,2,18
712,0,3,17
713,0,2,18
714,0,4,16
715,0,1,19
716,0,4,16
717,2,12,8
718,0,4,16
719,0,1,19
720,0,4,16
721,0,2,18
722,0,3,17
723,0,3,17
724,0,4,16
725,0,3,17
726,0,4,16
727,0,2,18
728,1,7,13
729,0,3,17
730,0,1,19
731,0,3,17
732,0,1,19
733,0,4,16
734,0,2,18
735,0,5,15
736,0,4,16
737,0,3,17
738,0,3,17
739,0,1,19
740,0,2,18
741,0,2,18
742,0,2,18
743,0,3,17
744,0,4,16
745,0,3,17
746,0,4,16
747,0,2,18
748,0,2,18
749,1,6,14
750,0,2,18
751,0,3,17
752,0,5,15
753,0,5,15
754,0,3,17
755,0,2,18
756,0,2,18
757,1,8,12
758,0,2,18
759,0,1,19
760,0,3,17
761,0,4,16
762,0,3,17
763,0,4,16
764,0,1,19
765,0,4,16
766,0,2,18
767,0,4,16
768,0,2,18
769,0,2,18
770,0,3,17
771,0,3,17
772,0,4,16
773,0,3,17
774,0,3,17
775,0,3,17
776,0,5,15
777,0,1,19
778,0,2,18
779,0,2,18
780,0,2,18
781,0,3,17
782,0,3,17
783,0,3,17
784,0,2,18
785,0,4,16
786,0,5,15
787,0,3,17
788,0,3,17
789,0,4,16
790,0,5,15
791,0,3,17
792,0,1,19
793,0,4,16
794,0,4,16
795,0,3,17
796,0,4,16
797,0,2,18
798,0,1,19
799,0,5,15
800,0,3,17
801,0,4,16
802,1,8,12
803,0,4,16
804,0,4,16
805,0,2,18
806,0,1,19
807,0,2,18
808,0,2,18
809,0,3,17
810,0,3,17
811,0,2,18
812,0,3,17
813,1,6,14
814,0,4,16
815,0,1,19
816,0,4,16
817,0,1,19
818,0,3,17
819,0,2,18
820,0,1,19
821,1,7,13
822,0,3,17
823,0,3,17
824,0,5,15
825,0,3,17
826,0,2,18
827,0,4,16
828,0,2,18
829,0,3,17
830,0,3,17
831,0,1,19
832,0,2,18
833,0,2,18
834,0,1,19
835,0,4,16
836,0,4,16
837,0,1,19
838,0,4,16
839,0,2,18
840,0,3,17
841,0,3,17
842,0,4,16
843,0,3,17
844,0,3,17
845,0,1,19
846,1,7,13
847,0,3,17
848,0,5,15
849,0,2,18
850,0,5,15
851,0,2,18
852,0,2,18
853,0,2,18
854,0,3,17
855,0,3,17
856,0,2,18
857,0,3,17
858,0,1,19
859,0,3,17
860,0,2,18
861,0,4,16
862,0,4,16
863,0,4,16
864,0,3,17
865,0,1,19
866,0,2,18
867,0,2,18
868,0,5,15
869,0,3,17
870,0,5,15
871,0,3,17
872,0,1,19
873,0,2,18
874,0,4,16
875,0,1,19
876,0,3,17
877,0,1,19
878,0,3,17
879,0,3,17
880,0,4,16
881,0,4,16
882,0,2,18
883,0,1,19
884,0,3,17
885,0,3,17
886,0,4,16
887,0,2,18
888,0,3,17
889,0,5,15
890,0,1,19
891,0,3,17
892,1,7,13
893,0,3,17
894,0,3,17
895,0,4,16
896,0,3,17
897,0,3,17
898,0,4,16
899,0,5,15
900,0,2,18
901,0,4,16
902,0,3,17
903,0,1,19
904,1,7,13
905,0,3,17
906,0,2,18
907,0,3,17
908,0,1,19
909,0,2,18
910,0,5,15
911,0,1,19
912,0,4,16
913,0,3,17
914,0,4,16
915,0,2,18
916,0,5,15
917,0,5,15
918,0,3,17
919,0,2,18
920,0,4,16
921,0,4,16
922,0,2,18
923,0,3,17
924,0,2,18
925,0,3,17
926,0,5,15
927,0,2,18
928,0,3,17
929,0,2,18
930,0,3,17
931,0,1,19
932,0,4,16
933,0,3,17
934,0,3,17
935,0,2,18
936,0,4,16
937,0,2,18
938,0,1,19
939,0,4,16
940,0,5,15
941,0,3,17
942,0,4,16
943,0,5,15
944,0,3,17
945,0,2,18
946,0,5,15
947,0,2,18
948,0,3,17
949,0,2,18
950,0,3,17
951,0,4,16
952,0,3,17
953,0,1,19
954,0,4,16
955,0,4,16
956,0,2,18
957,0,4,16
958,0,3,17
959,0,2,18
960,0,4,16
961,0,1,19
962,0,3,17
963,0,4,16
964,0,3,17
965,0,1,19
966,0,4,16
967,0,3,17
968,0,2,18
969,0,2,18
970,0,2,18
971,0,2,18
972,0,1,19
973,0,3,17
974,0,3,17
975,0,2,18
976,0,4,16
977,0,3,17
978,0,2,18
979,0,2,18
980,0,4,16
981,0,2,18
982,0,5,15
983,0,3,17
984,0,4,16
985,0,4,16
986,0,5,15
987,0,3,17
988,0,3,17
989,0,4,16
990,0,2,18
991,1,7,13
992,0,5,15
993,0,3,17
994,0,3,17
995,0,4,16
996,0,2,18
997,0,3,17
998,0,4,16
999,0,1,19
1000,0,3,17
1001,0,1,19
1002,0,3,17
1003,0,3,17
1004,0,2,18
1005,0,4,16
1006,0,2,18
1007,0,2,18
1008,0,4,16
1009,0,2,18
1010,0,2,18
1011,0,5,15
1012,0,2,18
1013,0,4,16
1014,0,2,18
1015,0,1,19
1016,0,2,18
1017,0,2,18
1018,0,5,15
1019,0,3,17
1020,0,4,16
1021,0,5,15
1022,0,4,16
1023,0,3,17
1024,0,2,18
1025,0,3,17
1026,0,1,19
1027,1,7,13
1028,0,2,18
1029,0,2,18
1030,0,3,17
1031,0,5,15
1032,1,6,14
1033,0,2,18
1034,0,3,17
1035,0,4,16
1036,0,2,18
1037,0,5,15
1038,0,4,16
1039,1,6,14
1040,0,1,19
1041,0,4,16
1042,0,4,16
1043,0,3,17
1044,0,4,16
1045,1,9,11
1046,0,2,18
1047,0,3,17
1048,0,3,17
1049,1,6,14
1050,0,4,16
1051,0,4,16
1052,0,3,17
1053,0,4,16
1054,0,2,18
1055,0,3,17
1056,0,2,18
1057,0,2,18
1058,0,4,16
1059,0,3,17
1060,0,3,17
1061,0,3,17
1062,0,2,18
1063,0,2,18
1064,0,1,19
1065,0,3,17
1066,0,3,17
1067,0,2,18
1068,0,2,18
1069,0,2,18
1070,0,4,16
1071,0,3,17
1072,0,3,17
1073,0,4,16
1074,0,4,16
1075,0,3,17
1076,0,3,17
1077,0,3,17
1078,1,7,13
1079,0,4,16
1080,0,5,15
1081,0,4,16
1082,0,4,16
1083,0,2,18
1084,0,2,18
1085,0,5,15
1086,0,5,15
1087,0,2,18
1088,0,1,19
1089,0,2,18
1090,0,3,17
1091,0,1,19
1092,0,2,18
1093,0,2,18
1094,0,2,18
1095,0,2,18
1096,0,1,19
1097,0,3,17
1098,0,4,16
1099,0,5,15
1100,0,1,19
1101,0,3,17
1102,0,3,17
1103,0,2,18
1104,0,3,17
1105,0,2,18
1106,0,3,17
1107,0,2,18
1108,0,3,17
1109,0,2,18
1110,0,4,16
1111,0,2,18
1112,0,2,18
1113,0,3,17
1114,0,5,15
1115,0,3,17
1116,0,2,18
1117,0,4,16
1118,0,1,19
1119,0,1,19
1120,0,1,19
1121,0,3,17
1122,0,3,17
1123,0,4,16
1124,0,1,19
1125,0,2,18
1126,1,6,14
1127,0,3,17
1128,0,4,16
1129,1,6,14
1130,0,1,19
1131,0,3,17
1132,0,1,19
1133,0,3,17
1134,0,5,15
1135,0,5,15
1136,0,4,16
1137,0,5,15
1138,0,2,18
1139,0,4,16
1140,0,2,18
1141,0,4,16
1142,0,4,16
1143,0,5,15
1144,0,2,18
1145,0,1,19
1146,0,4,16
1147,0,2,18
1148,0,4,16
1149,0,5,15
1150,0,5,15
1151,0,2,18
1152,0,4,16
1153,0,3,17
1154,0,1,19
1155,0,2,18
1156,0,2,18
1157,0,2,18
1158,0,3,17
1159,0,3,17
1160,0,4,16
1161,0,3,17
1162,0,5,15
1163,0,2,18
1164,0,2,18
1165,0,1,19
1166,0,3,17
1167,0,3,17
1168,0,4,16
1169,0,2,18
1170,0,4,16
1171,0,4,16
1172,0,3,17
1173,0,3,17
1174,0,4,16
1175,1,9,11
1176,0,3,17
1177,0,2,18
1178,0,4,16
1179,0,5,15
1180,0,3,17
1181,0,3,17
1182,0,2,18
1183,0,2,18
1184,0,5,15
1185,0,2,18
1186,0,3,17
1187,0,1,19
1188,0,1,19
1189,0,3,17
1190,0,2,18
1191,1,10,10
1192,0,4,16
1193,0,2,18
1194,0,3,17
1195,0,4,16
1196,0,1,19
1197,0,2,18
1198,0,3,17
1199,0,3,17
1200,0,2,18
1201,0,1,19
1202,0,2,18
1203,0,3,17
1204,0,2,18
1205,0,3,17
1206,0,4,16
1207,0,2,18
1208,0,4,16
1209,0,2,18
1210,0,3,17
1211,0,2,18
1212,0,3,17
1213,0,3,17
1214,0,5,15
1215,1,10,10
1216,0,1,19
1217,0,2,18
1218,0,3,17
1219,1,7,13
1220,0,3,17
1221,0,1,19
1222,0,3,17
1223,0,3,17
1224,0,3,17
1225,0,2,18
1226,0,2,18
1227,0,5,15
1228,0,3,17
1229,0,4,16
1230,1,10,10
1231,0,4,16
1232,0,1,19
1233,0,2,18
1234,0,5,15
1235,0,2,18
1236,0,3,17
1237,0,2,18
1238,0,2,18
1239,0,2,18
1240,0,1,19
1241,0,3,17
1242,0,3,17
1243,0,1,19
1244,0,3,17
1245,0,3,17
1246,0,3,17
1247,0,4,16
1248,0,3,17
1249,0,5,15
1250,0,3,17
1251,0,2,18
1252,1,8,12
1253,0,1,19
1254,0,3,17
1255,0,4,16
1256,0,2,18
1257,0,2,18
1258,0,3,17
1259,0,2,18
1260,0,3,17
1261,0,2,18
1262,0,4,16
1263,0,5,15
1264,0,2,18
1265,0,4,16
1266,1,6,14
1267,0,4,16
1268,0,3,17
1269,0,2,18
1270,0,3,17
1271,0,3,17
1272,0,4,16
1273,0,4,16
1274,0,4,16
1275,0,4,16
1276,0,1,19
1277,0,4,16
1278,0,2,18
1279,0,4,16
1280,0,2,18
1281,0,5,15
1282,0,3,17
1283,0,3,17
1284,0,1,19
1285,0,2,18
1286,0,4,16
1287,0,3,17
1288,0,3,17
1289,0,4,16
1290,0,3,17
1291,0,3,17
1292,0,5,15
1293,0,3,17
1294,0,3,17
1295,0,2,18
1296,1,7,13
1297,0,2,18
1298,0,3,17
1299,0,2,18
1300,0,2,18
1301,0,2,18
1302,0,3,17
1303,0,3,17
1304,0,3,17
1305,0,1,19
1306,0,5,15
1307,0,5,15
1308,0,2,18
1309,0,3,17
1310,0,3,17
1311,0,3,17
1312,0,4,16
1313,0,2,18
1314,0,1,19
1315,0,1,19
1316,0,2,18
1317,0,4,16
1318,0,3,17
1319,0,2,18
1320,0,2,18
1321,0,3,17
1322,0,2,18
1323,0,2,18
1324,0,2,18
1325,0,4,16
1326,0,1,19
1327,0,4,16
1328,0,3,17
1329,0,2,18
1330,0,3,17
1331,0,2,18
1332,0,3,17
1333,0,1,19
1334,0,3,17
1335,0,3,17
1336,0,3,17
1337,0,1,19
1338,0,1,19
1339,0,3,17
1340,0,2,18
1341,1,6,14
1342,0,4,16
1343,0,5,15
1344,0,3,17
1345,0,4,16
1346,0,2,18
1347,0,2,18
1348,0,3,17
1349,0,3,17
1350,0,2,18
1351,1,7,13
1352,0,2,18
1353,1,8,12
1354,0,3,17
1355,0,4,16
1356,0,1,19
1357,0,1,19
1358,0,2,18
1359,0,5,15
1360,0,2,18
1361,0,3,17
1362,0,4,16
1363,0,3,17
1364,0,1,19
1365,0,2,18
1366,0,1,19
1367,0,2,18
1368,0,2,18
1369,0,2,18
1370,0,1,19
1371,0,2,18
1372,0,1,19
1373,0,3,17
1374,0,1,19
1375,0,5,15
1376,0,2,18
1377,0,3,17
1378,0,2,18
1379,0,3,17
1380,0,2,18
1381,1,6,14
1382,0,2,18
1383,0,3,17
1384,0,5,15
1385,0,2,18
1386,0,4,16
1387,0,3,17
1388,1,8,12
1389,0,3,17
1390,1,8,12
1391,0,2,18
1392,0,3,17
1393,0,3,17
1394,0,2,18
1395,0,2,18
1396,0,4,16
1397,0,3,17
1398,0,3,17
1399,0,2,18
1400,0,2,18
1401,0,2,18
1402,0,3,17
1403,0,5,15
1404,0,4,16
1405,0,3,17
1406,0,1,19
1407,0,2,18
1408,0,3,17
1409,0,2,18
1410,0,3,17
1411,0,1,19
1412,1,7,13
1413,0,1,19
1414,0,5,15
1415,1,8,12
1416,0,2,18
1417,1,7,13
1418,0,3,17
1419,0,3,17
1420,0,4,16
1421,0,1,19
1422,0,1,19
1423,0,4,16
1424,0,5,15
1425,0,2,18
1426,0,2,18
1427,0,5,15
1428,0,1,19
1429,0,5,15
1430,0,5,15
1431,0,5,15
1432,0,2,18
1433,0,3,17
1434,0,5,15
1435,0,3,17
1436,0,3,17
1437,0,1,19
1438,0,3,17
1439,0,1,19
1440,0,3,17
1441,0,2,18
1442,0,1,19
1443,0,3,17
1444,0,2,18
1445,0,2,18
1446,0,3,17
1447,0,2,18
1448,0,3,17
1449,0,4,16
1450,0,2,18
1451,0,3,17
1452,0,4,16
1453,0,2,18
1454,0,2,18
1455,0,2,18
1456,0,1,19
1457,0,2,18
1458,0,4,16
1459,0,3,17
1460,0,3,17
1461,0,2,18
1462,0,4,16
1463,0,2,18
1464,0,4,16
1465,0,4,16
1466,0,2,18
1467,0,4,16
1468,0,3,17
1469,0,1,19
1470,0,3,17
1471,0,2,18
1472,0,2,18
1473,0,1,19
1474,0,2,18
1475,0,3,17
1476,0,4,16
1477,0,1,19
1478,0,2,18
1479,0,5,15
1480,0,4,16
1481,0,2,18
1482,0,4,16
1483,0,3,17
1484,0,2,18
1485,0,2,18
1486,0,3,17
1487,0,4,16
1488,0,5,15
1489,0,1,19
1490,0,3,17
1491,0,1,19
1492,0,3,17
1493,0,4,16
1494,0,5,15
1495,0,5,15
1496,0,4,16
1497,0,1,19
1498,0,5,15
1499,0,1,19
1500,1,10,10
1501,0,2,18
1502,0,2,18
1503,0,3,17
1504,0,1,19
1505,0,3,17
1506,0,5,15
1507,0,4,16
1508,0,4,16
1509,0,3,17
1510,0,2,18
1511,0,3,17
1512,0,2,18
1513,0,1,19
1514,0,3,17
1515,0,3,17
1516,0,1,19
1517,0,4,16
1518,0,3,17
1519,0,2,18
1520,0,3,17
1521,0,3,17
1522,0,5,15
1523,0,1,19
1524,0,3,17
1525,0,2,18
1526,0,1,19
1527,0,2,18
1528,0,4,16
1529,0,1,19
1530,0,3,17
1531,0,1,19
1532,0,1,19
1533,0,2,18
1534,0,5,15
1535,0,3,17
1536,0,4,16
1537,0,3,17
1538,0,3,17
1539,0,3,17
1540,0,2,18
1541,0,3,17
1542,0,3,17
1543,0,3,17
1544,0,2,18
1545,0,4,16
1546,0,5,15
1547,0,3,17
1548,0,2,18
1549,0,3,17
1550,0,1,19
1551,0,1,19
1552,0,4,16
1553,0,3,17
1554,0,4,16
1555,0,2,18
1556,0,1,19
1557,0,4,16
1558,0,3,17
1559,0,1,19
1560,0,4,16
1561,0,2,18
1562,1,9,11
1563,0,2,18
1564,0,1,19
1565,0,3,17
1566,0,4,16
1567,0,5,15
1568,0,2,18
1569,0,2,18
1570,0,2,18
1571,0,5,15
1572,0,2,18
1573,0,4,16
1574,0,1,19
1575,0,3,17
1576,0,3,17
1577,0,5,15
1578,0,1,19
1579,0,1,19
1580,0,3,17
1581,0,5,15
1582,0,5,15
1583,0,3,17
1584,0,3,17
1585,0,2,18
1586,1,8,12
1587,0,4,16
1588,0,2,18
1589,0,2,18
1590,0,1,19
1591,0,3,17
1592,0,3,17
1593,0,2,18
1594,0,4,16
1595,0,5,15
1596,0,5,15
1597,0,3,17
1598,0,1,19
1599,0,3,17
1600,1,6,14
1601,2,11,9
1602,0,2,18
1603,0,3,17
1604,0,3,17
1605,0,3,17
1606,0,4,16
1607,0,1,19
1608,0,4,16
1609,0,3,17
1610,0,3,17
1611,0,5,15
1612,0,2,18
1613,0,4,16
1614,0,5,15
1615,0,3,17
1616,0,5,15
1617,0,2,18
1618,0,2,18
1619,0,1,19
1620,0,3,17
1621,0,4,16
1622,0,3,17
1623,0,5,15
1624,0,2,18
1625,0,2,18
1626,0,4,16
1627,0,4,16
1628,0,4,16
1629,0,2,18
1630,0,3,17
1631,0,4,16
1632,0,1,19
1633,0,3,17
1634,0,3,17
1635,0,3,17
1636,0,4,16
1637,0,4,16
1638,0,3,17
1639,0,3,17
1640,1,7,13
1641,0,4,16
1642,0,3,17
1643,0,3,17
1644,0,2,18
1645,0,1,19
1646,0,3,17
1647,0,2,18
1648,0,3,17
1649,0,3,17
1650,0,3,17
1651,0,2,18
1652,0,4,16
1653,0,4,16
1654,0,2,18
1655,0,2,18
1656,0,3,17
1657,0,3,17
1658,0,2,18
1659,0,4,16
1660,0,1,19
1661,0,4,16
1662,0,1,19
